time,tps,users,response,errors,cpu,memory
1713175244000000000,1423,4,6.844006016857338,0.0,0.097373029,35622912
1713175245000000000,1359,4,8.198572047150238,0.0,0.097373029,35622912
1713175246000000000,1495,4,7.420214422959574,0.0,0.097373029,35622912
1713175247000000000,1515,4,7.480191969862452,0.0,0.097373029,35622912
1713175248000000000,1477,4,7.669040191867447,0.0,0.097373029,35622912
1713175249000000000,1451,4,7.77035361568987,0.0,0.097373029,35622912
1713175250000000000,1430,4,6.772853312601105,0.0,0.097373029,35622912
1713175251000000000,1503,4,6.912383963844524,0.0,0.097373029,35622912
1713175252000000000,1689,4,5.897597078538199,0.0,0.097373029,35622912
1713175253000000000,1587,4,6.041981408490913,0.0,0.097373029,35622912
1713175254000000000,1551,4,6.250536552829015,0.0,0.097816973,35086336
1713175255000000000,1500,4,7.609873152355152,0.0,0.097816973,35086336
1713175256000000000,1829,4,5.497679179395366,0.0,0.097816973,35086336
1713175257000000000,1909,4,5.819265420170521,0.0,0.097816973,35086336
1713175258000000000,1754,4,7.455876748145068,0.0,0.097816973,35086336
1713175259000000000,1680,4,6.116173294571976,0.0,0.097816973,35086336
1713175260000000000,1476,4,7.088779247376691,0.0,0.097816973,35086336
1713175261000000000,1489,4,7.498023132455198,0.0,0.097816973,35086336
1713175262000000000,1535,4,6.439856763738694,0.0,0.097816973,35086336
1713175263000000000,1291,4,11.066543071154078,0.0,0.097816973,35086336
1713175264000000000,1511,4,8.102407581193402,0.0,0.097373029,35622912
1713175265000000000,1531,4,5.567395805897852,0.0,0.097373029,35622912
1713175266000000000,1457,4,7.055085766252568,0.0,0.097373029,35622912
1713175267000000000,1499,4,6.763736253002811,0.0,0.097373029,35622912
1713175268000000000,1511,4,6.910798388262214,0.0,0.097373029,35622912
1713175269000000000,1565,4,7.742256026149785,0.0,0.097373029,35622912
1713175270000000000,1744,4,6.127857056159542,0.0,0.097373029,35622912
1713175271000000000,1780,4,7.293775270029193,0.0,0.097373029,35622912
1713175272000000000,1629,4,7.032094920309051,0.0,0.097373029,35622912
1713175273000000000,1586,4,7.073206630050417,0.0,0.097373029,35622912
1713175274000000000,1588,4,7.840783666457891,0.0,0.091321181,35110912
1713175275000000000,1567,4,5.78114123537987,0.0,0.091321181,35110912
1713175276000000000,1372,4,8.397971895678385,0.0,0.091321181,35110912
1713175277000000000,1471,4,7.342405713463953,0.0,0.091321181,35110912
1713175278000000000,1447,4,9.43923577609832,0.0,0.091321181,35110912
1713175279000000000,1569,4,6.700313229710349,0.0,0.091321181,35110912
1713175280000000000,1776,4,5.646269119349988,0.0,0.091321181,35110912
1713175281000000000,1694,4,6.611124603205315,0.0,0.091321181,35110912
1713175282000000000,1491,4,8.13422670595853,0.0,0.091321181,35110912
1713175283000000000,1525,4,6.433192692314673,0.0,0.091321181,35110912
1713175284000000000,1491,4,6.321418039793597,0.0,0.091321181,35110912
1713175285000000000,1514,4,5.435074151128828,0.0,0.097816973,35086336
1713175286000000000,1451,4,7.015446376694777,0.0,0.097816973,35086336
1713175287000000000,1482,4,6.935771203683623,0.0,0.097816973,35086336
1713175288000000000,1449,4,7.131721919397631,0.0,0.097816973,35086336
1713175289000000000,1569,4,6.9128794562139975,0.0,0.097816973,35086336
1713175290000000000,1754,4,6.0585334040733025,0.0,0.097816973,35086336
1713175291000000000,1690,4,6.488625650069028,0.0,0.097816973,35086336
1713175292000000000,1719,5,7.322143028699472,0.0,0.097816973,35086336
1713175293000000000,2007,5,7.005041036935858,0.0,0.097816973,35086336
1713175294000000000,2057,5,6.623016420072659,0.0,0.091583902,32370688
1713175295000000000,2178,5,6.14530480679698,0.0,0.091583902,32370688
1713175296000000000,2379,5,4.594576938782375,0.0,0.091583902,32370688
1713175297000000000,2160,5,6.48573421412059,0.0,0.091583902,32370688
1713175298000000000,2046,5,7.492002220410893,0.0,0.091583902,32370688
1713175299000000000,1937,5,6.197648058709286,0.0,0.091583902,32370688
1713175300000000000,1975,5,5.899977980008344,0.0,0.091583902,32370688
1713175301000000000,1962,5,7.313227447403097,0.0,0.091583902,32370688
1713175302000000000,2011,5,6.70997533091506,0.0,0.091583902,32370688
1713175303000000000,1950,5,8.345175718290317,0.0,0.091583902,32370688
1713175304000000000,2091,5,7.028824670670533,0.0,0.091583902,32370688
1713175305000000000,2177,5,5.955262512145046,0.0,0.091583902,32370688
1713175306000000000,2074,5,6.600421968024717,0.0,0.091583902,32370688
1713175307000000000,1914,5,6.52420619924553,0.0,0.091583902,32370688
1713175308000000000,1774,5,7.5077492211421495,0.0,0.091583902,32370688
