time,tps,users,response,errors,cpu,memory
1713173543000000000,655.0,1.0,1.4387119954198484,0.0,0.001757719,32907264.0
1713173544000000000,387.0,1.0,2.4539551007751945,0.0,0.001757719,32907264.0
1713173545000000000,340.0,1.0,2.850908467647059,0.0,0.001659278,30187520.0
1713173546000000000,409.0,1.0,2.3283861149144265,0.0,0.001657166,30187520.0
1713173547000000000,568.0,1.0,1.675736102112676,0.0,0.001659278,30187520.0
1713173548000000000,483.0,1.0,1.9491745983436843,0.0,0.001657166,30187520.0
1713173549000000000,389.0,1.0,2.4803329742930584,0.0,0.001657166,30187520.0
1713173550000000000,380.0,1.0,2.5432708394736836,0.0,0.001659278,30187520.0
1713173551000000000,577.0,1.0,1.6327064402079718,0.0,0.001659278,30187520.0
1713173552000000000,570.0,1.0,1.6367983070175434,0.0,0.001659278,30187520.0
1713173553000000000,347.0,1.0,2.7907828731988484,0.0,0.001659278,30187520.0
1713173554000000000,353.0,1.0,2.7450820934844202,0.0,0.001657166,30187520.0
1713173555000000000,337.0,1.0,2.846754768545997,0.0,0.001657166,30187520.0
1713173556000000000,312.0,1.0,3.111482759615384,0.0,0.001659278,30187520.0
1713173557000000000,321.0,1.0,3.034503021806854,0.0,0.001659278,30187520.0
1713173558000000000,311.0,1.0,3.0714328713826395,0.0,0.001659278,30187520.0
1713173559000000000,300.0,1.0,3.2306376566666675,0.0,0.001657166,30187520.0
1713173560000000000,281.0,1.0,3.4017364483985753,0.0,0.001659278,30187520.0
1713173561000000000,289.0,1.0,3.3369076782006917,0.0,0.001659278,30187520.0
1713173562000000000,297.0,1.0,3.2155547272727287,0.0,0.001657166,30187520.0
1713173563000000000,292.0,1.0,3.323233924657534,0.0,0.001659278,30187520.0
1713173564000000000,314.0,1.0,3.0930053980891703,0.0,0.001659278,30187520.0
1713173565000000000,393.0,1.0,2.4277046666666675,0.0,0.001657166,30187520.0
1713173566000000000,513.0,1.0,1.864851280701755,0.0,0.001657166,30187520.0
1713173567000000000,430.0,1.0,2.20282916976744,0.0,0.001657166,30187520.0
1713173568000000000,336.0,1.0,2.859936309523809,0.0,0.001657166,30187520.0
1713173569000000000,358.0,1.0,2.7056743268156414,0.0,0.001659278,30187520.0
1713173570000000000,370.0,1.0,2.579388959459458,0.0,0.001659278,30187520.0
1713173571000000000,378.0,1.0,2.535885113756611,0.0,0.001657166,30187520.0
1713173572000000000,381.0,1.0,2.5312726351706036,0.0,0.001657166,30187520.0
1713173573000000000,438.0,1.0,2.146041543378996,0.0,0.001659278,30187520.0
1713173574000000000,365.0,1.0,2.639239419178082,0.0,0.001657166,30187520.0
1713173575000000000,363.0,1.0,2.6012799586776856,0.0,0.001657166,30187520.0
1713173576000000000,335.0,1.0,2.892450235820896,0.0,0.001659278,30187520.0
1713173577000000000,313.0,1.0,3.110785654952077,0.0,0.001659278,30187520.0
1713173578000000000,338.0,1.0,2.8324534142011837,0.0,0.001657166,30187520.0
1713173579000000000,360.0,1.0,2.6791854499999994,0.0,0.001657166,30187520.0
1713173580000000000,343.0,1.0,2.8202038775510188,0.0,0.001659278,30187520.0
1713173581000000000,292.0,1.0,3.279574523972603,0.0,0.001659278,30187520.0
1713173582000000000,298.0,1.0,3.257914781879196,0.0,0.001659278,30187520.0
1713173583000000000,313.0,1.0,3.0980898562300316,0.0,0.001657166,30187520.0
1713173584000000000,317.0,1.0,3.027644255520508,0.0,0.001657166,30187520.0
1713173585000000000,350.0,1.0,2.7702931200000016,0.0,0.001659278,30187520.0
1713173586000000000,341.0,1.0,2.840542049853374,0.0,0.001657166,30187520.0
1713173587000000000,353.0,1.0,2.708185796033996,0.0,0.001657166,30187520.0
1713173588000000000,359.0,1.0,2.7006906880222847,0.0,0.001659278,30187520.0
1713173589000000000,336.0,1.0,2.8550946160714283,0.0,0.001659278,30187520.0
1713173590000000000,420.0,1.0,2.2555917333333326,0.0,0.001659278,30187520.0
1713173591000000000,629.0,1.0,1.4840279634340219,0.0,0.001657166,30187520.0
1713173592000000000,573.0,1.0,1.6397431972076784,0.0,0.001659278,30187520.0
1713173593000000000,596.0,1.0,1.5707962214765112,0.0,0.001657166,30187520.0
1713173594000000000,361.0,1.0,2.6850482853185587,0.0,0.001659278,30187520.0
1713173595000000000,342.0,1.0,2.826267359649123,0.0,0.001659278,30187520.0
1713173596000000000,400.0,1.0,2.3898044624999986,0.0,0.001659278,30187520.0
1713173597000000000,625.0,1.0,1.5171159183999992,0.0,0.0535491,30212096.0
1713173598000000000,423.0,1.0,2.2393474491725764,0.0,0.001659278,30187520.0
1713173599000000000,321.0,1.0,3.0097770155763213,0.0,0.001659278,30187520.0
1713173600000000000,298.0,1.0,3.2304028825503375,0.0,0.001659278,30187520.0
1713173601000000000,317.0,1.0,2.9980324984227145,0.0,0.0535491,30212096.0
1713173602000000000,351.0,1.0,2.7524739230769253,0.0,0.0535491,30212096.0
1713173603000000000,378.0,1.0,2.5547559735449723,0.0,0.001659278,30187520.0
1713173604000000000,467.0,1.0,2.028696762312634,0.0,0.001659278,30187520.0
1713173605000000000,485.0,1.0,1.9677159835051548,0.0,0.0535491,30212096.0
1713173606000000000,458.0,1.0,2.070048484716157,0.0,0.0535491,30212096.0
1713173607000000000,367.0,1.0,2.6356917220708445,0.0,0.0535491,30212096.0
1713173608000000000,369.0,1.0,2.614803035230352,0.0,0.0535491,30212096.0
1713173609000000000,621.0,2.0,2.9030273832528164,0.0,0.0535491,30212096.0
1713173610000000000,648.0,2.0,2.986140137345681,0.0,0.0535491,30212096.0
1713173611000000000,601.0,2.0,3.2105889750415977,0.0,0.0535491,30212096.0
1713173612000000000,615.0,2.0,3.138522435772357,0.0,0.0535491,30212096.0
1713173613000000000,677.0,2.0,2.8444055583456427,0.0,0.0535491,30212096.0
